[ 0.00000000e+00, 1.20951187e-13, 6.52112527e-14, -3.22055327e-12, 5.31828014e-11, 0.00000000e+00, 4.78276501e-16, 1.34109177e-07,  -9.72867237e-07, 0.00000000e+00, 3.60315293e-10]
[ 0.00000000e+00, 1.20951666e-13, 6.54767448e-14, -3.25523369e-12, 5.31835665e-11, 0.00000000e+00, 4.78328421e-16, 1.33210927e-07,  -9.72847960e-07, 0.00000000e+00, 3.60308433e-10]
[ 0.00000000e+00, 1.20951706e-13, 6.54986882e-14, -3.25810008e-12, 5.31836297e-11, 0.00000000e+00, 4.78332713e-16, 1.33136686e-07,  -9.72846367e-07, 0.00000000e+00, 3.60307866e-10]
[ 0.00000000e+00, 1.20952231e-13, 6.49611741e-14, -3.25519655e-12, 5.31844684e-11, 0.00000000e+00, 4.78389625e-16, 1.32152075e-07,  -9.72825237e-07, 0.00000000e+00, 3.60300347e-10]
[ 0.00000000e+00, 1.20649817e-13, 6.64744164e-14, -3.29680674e-12, 5.31876122e-11, 0.00000000e+00, 4.84790536e-16, 1.38669181e-07,  -9.87822631e-07, 0.00000000e+00, 3.65850418e-10]
[ 0.00000000e+00, 1.20760307e-13, 6.59429956e-14, -3.28301242e-12, 5.26562363e-11, 0.00000000e+00, 4.43426737e-16, 1.40303715e-07,  -9.85209191e-07, 0.00000000e+00, 3.64696373e-10]
[ 0.00000000e+00, 1.20771654e-13, 6.58884203e-14, -3.42523269e-12, 5.26016656e-11, 0.00000000e+00, 4.39178799e-16, 1.40471576e-07,  -9.84940798e-07, 0.00000000e+00, 3.64577856e-10]
[ 0.00000000e+00, 1.20771654e-13, 6.58884203e-14, -3.28404182e-12, 5.04333822e-11, 0.00000000e+00, 4.21075492e-16, 1.40471576e-07,  -9.84940798e-07, 0.00000000e+00, 3.64577856e-10]
[ 0.00000000e+00, 1.18230334e-13, 6.43357774e-14, -3.12653386e-12, 5.33293091e-11, 0.00000000e+00, 4.70325042e-16, 1.33522696e-07,  -9.87904144e-07, 0.00000000e+00, 3.65886413e-10]
[ 0.00000000e+00, 1.20649817e-13, 6.64744164e-14, -3.29680674e-12, 5.31876122e-11, 0.00000000e+00, 4.84790536e-16, 1.33404925e-07,  -9.87822631e-07, 0.00000000e+00, 3.65850418e-10]
